Round,Round name,Round description,Song,Artist,Album,Song votes,Song voters,Song rank,Song person submitted,Song person submitted comment,person who voted,person who voted - vote,person who voted - comment
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Own Worst Enemy,Lit,A Place In The Su,34,13,1st,N2N0,This was released exacrly on the day I was born,Marina,6,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Own Worst Enemy,Lit,A Place In The Su,34,13,1st,N2N0,This was released exacrly on the day I was born,ThenerB,5,Bonus points for your specificity!
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Own Worst Enemy,Lit,A Place In The Su,34,13,1st,N2N0,This was released exacrly on the day I was born,rena :),5,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Own Worst Enemy,Lit,A Place In The Su,34,13,1st,N2N0,This was released exacrly on the day I was born,JustRimmey,3,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Own Worst Enemy,Lit,A Place In The Su,34,13,1st,N2N0,This was released exacrly on the day I was born,Sjr,3,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Own Worst Enemy,Lit,A Place In The Su,34,13,1st,N2N0,This was released exacrly on the day I was born,JacAttac,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Own Worst Enemy,Lit,A Place In The Su,34,13,1st,N2N0,This was released exacrly on the day I was born,Matthew J. Hobbs,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Own Worst Enemy,Lit,A Place In The Su,34,13,1st,N2N0,This was released exacrly on the day I was born,HippyHippyShake,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Own Worst Enemy,Lit,A Place In The Su,34,13,1st,N2N0,This was released exacrly on the day I was born,Tatami,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Own Worst Enemy,Lit,A Place In The Su,34,13,1st,N2N0,This was released exacrly on the day I was born,JJdaPanda,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Own Worst Enemy,Lit,A Place In The Su,34,13,1st,N2N0,This was released exacrly on the day I was born,Heavy Metal Zebra,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Own Worst Enemy,Lit,A Place In The Su,34,13,1st,N2N0,This was released exacrly on the day I was born,Terry L.,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Own Worst Enemy,Lit,A Place In The Su,34,13,1st,N2N0,This was released exacrly on the day I was born,Duncan Moreland,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Never Gonna Give You Up,Rick Astley,Whenever You Need Somebod,30,12,2nd,Sjr,1987,Mooly,5,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Never Gonna Give You Up,Rick Astley,Whenever You Need Somebod,30,12,2nd,Sjr,1987,rena :),4,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Never Gonna Give You Up,Rick Astley,Whenever You Need Somebod,30,12,2nd,Sjr,1987,Heavy Metal Zebra,3,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Never Gonna Give You Up,Rick Astley,Whenever You Need Somebod,30,12,2nd,Sjr,1987,N2N0,3,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Never Gonna Give You Up,Rick Astley,Whenever You Need Somebod,30,12,2nd,Sjr,1987,Matthew J. Hobbs,3,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Never Gonna Give You Up,Rick Astley,Whenever You Need Somebod,30,12,2nd,Sjr,1987,Terry L.,3,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Never Gonna Give You Up,Rick Astley,Whenever You Need Somebod,30,12,2nd,Sjr,1987,JJdaPanda,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Never Gonna Give You Up,Rick Astley,Whenever You Need Somebod,30,12,2nd,Sjr,1987,ThenerB,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Never Gonna Give You Up,Rick Astley,Whenever You Need Somebod,30,12,2nd,Sjr,1987,JacAttac,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Never Gonna Give You Up,Rick Astley,Whenever You Need Somebod,30,12,2nd,Sjr,1987,Tatami,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Never Gonna Give You Up,Rick Astley,Whenever You Need Somebod,30,12,2nd,Sjr,1987,Duncan Moreland,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Never Gonna Give You Up,Rick Astley,Whenever You Need Somebod,30,12,2nd,Sjr,1987,JustRimmey,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Editi,29,13,3rd,HippyHippyShake,Born is 1985 and this song is STILL a favorite of mine.,Mooly,5,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Editi,29,13,3rd,HippyHippyShake,Born is 1985 and this song is STILL a favorite of mine.,N2N0,3,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Editi,29,13,3rd,HippyHippyShake,Born is 1985 and this song is STILL a favorite of mine.,Terry L.,3,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Editi,29,13,3rd,HippyHippyShake,Born is 1985 and this song is STILL a favorite of mine.,Sjr,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Editi,29,13,3rd,HippyHippyShake,Born is 1985 and this song is STILL a favorite of mine.,Heavy Metal Zebra,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Editi,29,13,3rd,HippyHippyShake,Born is 1985 and this song is STILL a favorite of mine.,JJdaPanda,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Editi,29,13,3rd,HippyHippyShake,Born is 1985 and this song is STILL a favorite of mine.,rena :),2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Editi,29,13,3rd,HippyHippyShake,Born is 1985 and this song is STILL a favorite of mine.,JustRimmey,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Editi,29,13,3rd,HippyHippyShake,Born is 1985 and this song is STILL a favorite of mine.,JacAttac,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Editi,29,13,3rd,HippyHippyShake,Born is 1985 and this song is STILL a favorite of mine.,Tatami,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Editi,29,13,3rd,HippyHippyShake,Born is 1985 and this song is STILL a favorite of mine.,ThenerB,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Editi,29,13,3rd,HippyHippyShake,Born is 1985 and this song is STILL a favorite of mine.,Marina,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Editi,29,13,3rd,HippyHippyShake,Born is 1985 and this song is STILL a favorite of mine.,Duncan Moreland,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kiss,Prince,Parade - Music from the Motion Picture Under the Cherr,27,13,4th,ThenerB,😘,HippyHippyShake,4,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kiss,Prince,Parade - Music from the Motion Picture Under the Cherr,27,13,4th,ThenerB,😘,Mooly,4,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kiss,Prince,Parade - Music from the Motion Picture Under the Cherr,27,13,4th,ThenerB,😘,Sjr,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kiss,Prince,Parade - Music from the Motion Picture Under the Cherr,27,13,4th,ThenerB,😘,N2N0,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kiss,Prince,Parade - Music from the Motion Picture Under the Cherr,27,13,4th,ThenerB,😘,rena :),2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kiss,Prince,Parade - Music from the Motion Picture Under the Cherr,27,13,4th,ThenerB,😘,JustRimmey,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kiss,Prince,Parade - Music from the Motion Picture Under the Cherr,27,13,4th,ThenerB,😘,Heavy Metal Zebra,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kiss,Prince,Parade - Music from the Motion Picture Under the Cherr,27,13,4th,ThenerB,😘,JJdaPanda,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kiss,Prince,Parade - Music from the Motion Picture Under the Cherr,27,13,4th,ThenerB,😘,Tatami,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kiss,Prince,Parade - Music from the Motion Picture Under the Cherr,27,13,4th,ThenerB,😘,Duncan Moreland,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kiss,Prince,Parade - Music from the Motion Picture Under the Cherr,27,13,4th,ThenerB,😘,Matthew J. Hobbs,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kiss,Prince,Parade - Music from the Motion Picture Under the Cherr,27,13,4th,ThenerB,😘,JacAttac,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kiss,Prince,Parade - Music from the Motion Picture Under the Cherr,27,13,4th,ThenerB,😘,Terry L.,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Welcome To The Jungle,Guns N' Roses,Appetite For Destructi,26,12,5th,Mooly,"You know where you are? You're in the jungle, baby!",,,"___Hell yeah, bruther"
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Welcome To The Jungle,Guns N' Roses,Appetite For Destructi,26,12,5th,Mooly,"You know where you are? You're in the jungle, baby!",rena :),5,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Welcome To The Jungle,Guns N' Roses,Appetite For Destructi,26,12,5th,Mooly,"You know where you are? You're in the jungle, baby!",Heavy Metal Zebra,3,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Welcome To The Jungle,Guns N' Roses,Appetite For Destructi,26,12,5th,Mooly,"You know where you are? You're in the jungle, baby!",Duncan Moreland,3,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Welcome To The Jungle,Guns N' Roses,Appetite For Destructi,26,12,5th,Mooly,"You know where you are? You're in the jungle, baby!",Terry L.,3,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Welcome To The Jungle,Guns N' Roses,Appetite For Destructi,26,12,5th,Mooly,"You know where you are? You're in the jungle, baby!",JJdaPanda,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Welcome To The Jungle,Guns N' Roses,Appetite For Destructi,26,12,5th,Mooly,"You know where you are? You're in the jungle, baby!",N2N0,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Welcome To The Jungle,Guns N' Roses,Appetite For Destructi,26,12,5th,Mooly,"You know where you are? You're in the jungle, baby!",JacAttac,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Welcome To The Jungle,Guns N' Roses,Appetite For Destructi,26,12,5th,Mooly,"You know where you are? You're in the jungle, baby!",Matthew J. Hobbs,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Welcome To The Jungle,Guns N' Roses,Appetite For Destructi,26,12,5th,Mooly,"You know where you are? You're in the jungle, baby!",Tatami,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Welcome To The Jungle,Guns N' Roses,Appetite For Destructi,26,12,5th,Mooly,"You know where you are? You're in the jungle, baby!",Sjr,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Welcome To The Jungle,Guns N' Roses,Appetite For Destructi,26,12,5th,Mooly,"You know where you are? You're in the jungle, baby!",JustRimmey,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Welcome To The Jungle,Guns N' Roses,Appetite For Destructi,26,12,5th,Mooly,"You know where you are? You're in the jungle, baby!",Marina,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Without Me,Eminem,The Eminem Show,25,14,6th,rena :),2002 ⭐️,HippyHippyShake,4,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Without Me,Eminem,The Eminem Show,25,14,6th,rena :),2002 ⭐️,Heavy Metal Zebra,3,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Without Me,Eminem,The Eminem Show,25,14,6th,rena :),2002 ⭐️,Tatami,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Without Me,Eminem,The Eminem Show,25,14,6th,rena :),2002 ⭐️,Duncan Moreland,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Without Me,Eminem,The Eminem Show,25,14,6th,rena :),2002 ⭐️,Marina,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Without Me,Eminem,The Eminem Show,25,14,6th,rena :),2002 ⭐️,JustRimmey,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Without Me,Eminem,The Eminem Show,25,14,6th,rena :),2002 ⭐️,Mooly,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Without Me,Eminem,The Eminem Show,25,14,6th,rena :),2002 ⭐️,Terry L.,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Without Me,Eminem,The Eminem Show,25,14,6th,rena :),2002 ⭐️,JJdaPanda,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Without Me,Eminem,The Eminem Show,25,14,6th,rena :),2002 ⭐️,N2N0,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Without Me,Eminem,The Eminem Show,25,14,6th,rena :),2002 ⭐️,JacAttac,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Without Me,Eminem,The Eminem Show,25,14,6th,rena :),2002 ⭐️,Matthew J. Hobbs,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Without Me,Eminem,The Eminem Show,25,14,6th,rena :),2002 ⭐️,Sjr,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Without Me,Eminem,The Eminem Show,25,14,6th,rena :),2002 ⭐️,ThenerB,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Pepper,Butthole Surfers,Electriclarryland,24,9,7th,Marina,1996,Mooly,5,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Pepper,Butthole Surfers,Electriclarryland,24,9,7th,Marina,1996,JustRimmey,4,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Pepper,Butthole Surfers,Electriclarryland,24,9,7th,Marina,1996,Duncan Moreland,3,My dad went to school with these guys
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Pepper,Butthole Surfers,Electriclarryland,24,9,7th,Marina,1996,ThenerB,3,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Pepper,Butthole Surfers,Electriclarryland,24,9,7th,Marina,1996,Matthew J. Hobbs,3,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Pepper,Butthole Surfers,Electriclarryland,24,9,7th,Marina,1996,Tatami,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Pepper,Butthole Surfers,Electriclarryland,24,9,7th,Marina,1996,Sjr,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Pepper,Butthole Surfers,Electriclarryland,24,9,7th,Marina,1996,JJdaPanda,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Pepper,Butthole Surfers,Electriclarryland,24,9,7th,Marina,1996,JacAttac,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kung Fu Fighting,Carl Douglas,Kung Fu Fighter,22,13,8th,Matthew J. Hobbs,,Marina,3,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kung Fu Fighting,Carl Douglas,Kung Fu Fighter,22,13,8th,Matthew J. Hobbs,,N2N0,3,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kung Fu Fighting,Carl Douglas,Kung Fu Fighter,22,13,8th,Matthew J. Hobbs,,JJdaPanda,3,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kung Fu Fighting,Carl Douglas,Kung Fu Fighter,22,13,8th,Matthew J. Hobbs,,JustRimmey,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kung Fu Fighting,Carl Douglas,Kung Fu Fighter,22,13,8th,Matthew J. Hobbs,,JacAttac,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kung Fu Fighting,Carl Douglas,Kung Fu Fighter,22,13,8th,Matthew J. Hobbs,,Terry L.,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kung Fu Fighting,Carl Douglas,Kung Fu Fighter,22,13,8th,Matthew J. Hobbs,,Heavy Metal Zebra,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kung Fu Fighting,Carl Douglas,Kung Fu Fighter,22,13,8th,Matthew J. Hobbs,,Tatami,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kung Fu Fighting,Carl Douglas,Kung Fu Fighter,22,13,8th,Matthew J. Hobbs,,Duncan Moreland,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kung Fu Fighting,Carl Douglas,Kung Fu Fighter,22,13,8th,Matthew J. Hobbs,,ThenerB,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kung Fu Fighting,Carl Douglas,Kung Fu Fighter,22,13,8th,Matthew J. Hobbs,,rena :),1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kung Fu Fighting,Carl Douglas,Kung Fu Fighter,22,13,8th,Matthew J. Hobbs,,Mooly,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Kung Fu Fighting,Carl Douglas,Kung Fu Fighter,22,13,8th,Matthew J. Hobbs,,Sjr,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),When Doves Cry,Prince,Purple Rai,22,12,9th,JustRimmey,"April, 1984",HippyHippyShake,4,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),When Doves Cry,Prince,Purple Rai,22,12,9th,JustRimmey,"April, 1984",Tatami,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),When Doves Cry,Prince,Purple Rai,22,12,9th,JustRimmey,"April, 1984",Sjr,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),When Doves Cry,Prince,Purple Rai,22,12,9th,JustRimmey,"April, 1984",Duncan Moreland,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),When Doves Cry,Prince,Purple Rai,22,12,9th,JustRimmey,"April, 1984",JacAttac,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),When Doves Cry,Prince,Purple Rai,22,12,9th,JustRimmey,"April, 1984",Matthew J. Hobbs,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),When Doves Cry,Prince,Purple Rai,22,12,9th,JustRimmey,"April, 1984",Terry L.,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),When Doves Cry,Prince,Purple Rai,22,12,9th,JustRimmey,"April, 1984",Marina,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),When Doves Cry,Prince,Purple Rai,22,12,9th,JustRimmey,"April, 1984",JJdaPanda,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),When Doves Cry,Prince,Purple Rai,22,12,9th,JustRimmey,"April, 1984",Heavy Metal Zebra,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),When Doves Cry,Prince,Purple Rai,22,12,9th,JustRimmey,"April, 1984",N2N0,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),When Doves Cry,Prince,Purple Rai,22,12,9th,JustRimmey,"April, 1984",ThenerB,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Torn,Natalie Imbruglia,Left Of The Middle,20,12,10th,JacAttac,97,ThenerB,3,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Torn,Natalie Imbruglia,Left Of The Middle,20,12,10th,JacAttac,97,HippyHippyShake,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Torn,Natalie Imbruglia,Left Of The Middle,20,12,10th,JacAttac,97,Tatami,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Torn,Natalie Imbruglia,Left Of The Middle,20,12,10th,JacAttac,97,Sjr,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Torn,Natalie Imbruglia,Left Of The Middle,20,12,10th,JacAttac,97,JustRimmey,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Torn,Natalie Imbruglia,Left Of The Middle,20,12,10th,JacAttac,97,Matthew J. Hobbs,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Torn,Natalie Imbruglia,Left Of The Middle,20,12,10th,JacAttac,97,Terry L.,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Torn,Natalie Imbruglia,Left Of The Middle,20,12,10th,JacAttac,97,JJdaPanda,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Torn,Natalie Imbruglia,Left Of The Middle,20,12,10th,JacAttac,97,Heavy Metal Zebra,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Torn,Natalie Imbruglia,Left Of The Middle,20,12,10th,JacAttac,97,N2N0,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Torn,Natalie Imbruglia,Left Of The Middle,20,12,10th,JacAttac,97,rena :),1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Torn,Natalie Imbruglia,Left Of The Middle,20,12,10th,JacAttac,97,Marina,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Dirty Diana,Michael Jackson,Number One,15,8,11th,Tatami,,JJdaPanda,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Dirty Diana,Michael Jackson,Number One,15,8,11th,Tatami,,Heavy Metal Zebra,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Dirty Diana,Michael Jackson,Number One,15,8,11th,Tatami,,HippyHippyShake,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Dirty Diana,Michael Jackson,Number One,15,8,11th,Tatami,,Duncan Moreland,2,Michael Jackson the experience dancing game
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Dirty Diana,Michael Jackson,Number One,15,8,11th,Tatami,,rena :),2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Dirty Diana,Michael Jackson,Number One,15,8,11th,Tatami,,JacAttac,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Dirty Diana,Michael Jackson,Number One,15,8,11th,Tatami,,Terry L.,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Dirty Diana,Michael Jackson,Number One,15,8,11th,Tatami,,Sjr,1,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Where Is The Love?,Black Eyed Peas,Elephunk,13,8,12th,JJdaPanda,2003,Matthew J. Hobbs,3,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Where Is The Love?,Black Eyed Peas,Elephunk,13,8,12th,JJdaPanda,2003,N2N0,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Where Is The Love?,Black Eyed Peas,Elephunk,13,8,12th,JJdaPanda,2003,rena :),2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Where Is The Love?,Black Eyed Peas,Elephunk,13,8,12th,JJdaPanda,2003,JacAttac,2,
10,happy birthday to youuuu,songs from the year you were born !! (maybe even the same month if you wanna deep dive that far),Where Is The Love?,Black Eyed Peas,Elephunk,13,8,12th,JJdaPanda,2003,Heavy Metal Zebra,1,
