Round,Round name,Round description,Song,Artist,Album,Song votes,Song voters,Song rank,Song person submitted,Song person submitted comment,person who voted,person who voted - vote,person who voted - comment
5,title containing a body part,✋🩷👄🦶💪,Heart-Shaped Box,Nirvana,In Utero (Deluxe Editi,27,14,7th,Duncan Moreland,,Kate Booth,2,
5,title containing a body part,✋🩷👄🦶💪,Heart-Shaped Box,Nirvana,In Utero (Deluxe Editi,27,14,7th,Duncan Moreland,,Terry L.,2,
5,title containing a body part,✋🩷👄🦶💪,Heart-Shaped Box,Nirvana,In Utero (Deluxe Editi,27,14,7th,Duncan Moreland,,N2N0,2,
5,title containing a body part,✋🩷👄🦶💪,Heart-Shaped Box,Nirvana,In Utero (Deluxe Editi,27,14,7th,Duncan Moreland,,ThenerB,2,
5,title containing a body part,✋🩷👄🦶💪,Heart-Shaped Box,Nirvana,In Utero (Deluxe Editi,27,14,7th,Duncan Moreland,,Matthew J. Hobbs,1,
5,title containing a body part,✋🩷👄🦶💪,Heart-Shaped Box,Nirvana,In Utero (Deluxe Editi,27,14,7th,Duncan Moreland,,JJdaPanda,1,
5,title containing a body part,✋🩷👄🦶💪,Heart-Shaped Box,Nirvana,In Utero (Deluxe Editi,27,14,7th,Duncan Moreland,,Heavy Metal Zebra,1,
5,title containing a body part,✋🩷👄🦶💪,Heart-Shaped Box,Nirvana,In Utero (Deluxe Editi,27,14,7th,Duncan Moreland,,JustRimmey,1,"I feel like I am the worst fan of alternative and rock-aligned genres, for not liking nirvana as much as I stereotypically should"
5,title containing a body part,✋🩷👄🦶💪,Heart-Shaped Box,Nirvana,In Utero (Deluxe Editi,27,14,7th,Duncan Moreland,,Marina,1,
5,title containing a body part,✋🩷👄🦶💪,Eye of the Tiger,Survivor,Rocky IV,23,11,8th,JJdaPanda,,N2N0,4,
5,title containing a body part,✋🩷👄🦶💪,Eye of the Tiger,Survivor,Rocky IV,23,11,8th,JJdaPanda,,Heavy Metal Zebra,3,
5,title containing a body part,✋🩷👄🦶💪,Eye of the Tiger,Survivor,Rocky IV,23,11,8th,JJdaPanda,,Dina B,3,
5,title containing a body part,✋🩷👄🦶💪,Eye of the Tiger,Survivor,Rocky IV,23,11,8th,JJdaPanda,,EJ Gunter,3,
5,title containing a body part,✋🩷👄🦶💪,Eye of the Tiger,Survivor,Rocky IV,23,11,8th,JJdaPanda,,Sjr,2,
5,title containing a body part,✋🩷👄🦶💪,Eye of the Tiger,Survivor,Rocky IV,23,11,8th,JJdaPanda,,Duncan Moreland,2,
5,title containing a body part,✋🩷👄🦶💪,Eye of the Tiger,Survivor,Rocky IV,23,11,8th,JJdaPanda,,rena :),2,
5,title containing a body part,✋🩷👄🦶💪,Eye of the Tiger,Survivor,Rocky IV,23,11,8th,JJdaPanda,,Kate Booth,1,
5,title containing a body part,✋🩷👄🦶💪,Eye of the Tiger,Survivor,Rocky IV,23,11,8th,JJdaPanda,,Tatami,1,
5,title containing a body part,✋🩷👄🦶💪,Eye of the Tiger,Survivor,Rocky IV,23,11,8th,JJdaPanda,,ThenerB,1,
5,title containing a body part,✋🩷👄🦶💪,Eye of the Tiger,Survivor,Rocky IV,23,11,8th,JJdaPanda,,Matthew J. Hobbs,1,
5,title containing a body part,✋🩷👄🦶💪,Bette Davis Eyes,Kim Carnes,Mistaken Identit,18,12,9th,Matthew J. Hobbs,,Terry L.,3,
5,title containing a body part,✋🩷👄🦶💪,Bette Davis Eyes,Kim Carnes,Mistaken Identit,18,12,9th,Matthew J. Hobbs,,HippyHippyShake,2,
5,title containing a body part,✋🩷👄🦶💪,Bette Davis Eyes,Kim Carnes,Mistaken Identit,18,12,9th,Matthew J. Hobbs,,Sjr,2,
5,title containing a body part,✋🩷👄🦶💪,Bette Davis Eyes,Kim Carnes,Mistaken Identit,18,12,9th,Matthew J. Hobbs,,N2N0,2,
5,title containing a body part,✋🩷👄🦶💪,Bette Davis Eyes,Kim Carnes,Mistaken Identit,18,12,9th,Matthew J. Hobbs,,rena :),2,
5,title containing a body part,✋🩷👄🦶💪,Bette Davis Eyes,Kim Carnes,Mistaken Identit,18,12,9th,Matthew J. Hobbs,,Kate Booth,1,
5,title containing a body part,✋🩷👄🦶💪,Bette Davis Eyes,Kim Carnes,Mistaken Identit,18,12,9th,Matthew J. Hobbs,,JJdaPanda,1,
5,title containing a body part,✋🩷👄🦶💪,Bette Davis Eyes,Kim Carnes,Mistaken Identit,18,12,9th,Matthew J. Hobbs,,Heavy Metal Zebra,1,
5,title containing a body part,✋🩷👄🦶💪,Bette Davis Eyes,Kim Carnes,Mistaken Identit,18,12,9th,Matthew J. Hobbs,,Tatami,1,
5,title containing a body part,✋🩷👄🦶💪,Bette Davis Eyes,Kim Carnes,Mistaken Identit,18,12,9th,Matthew J. Hobbs,,Dina B,1,
5,title containing a body part,✋🩷👄🦶💪,Bette Davis Eyes,Kim Carnes,Mistaken Identit,18,12,9th,Matthew J. Hobbs,,ThenerB,1,
5,title containing a body part,✋🩷👄🦶💪,Bette Davis Eyes,Kim Carnes,Mistaken Identit,18,12,9th,Matthew J. Hobbs,,JustRimmey,1,"God, this song is always a great one! Simple and solid!"
5,title containing a body part,✋🩷👄🦶💪,Legs (2008 Remaster),ZZ Top,Eliminator,18,10,10th,Dina B,,Matthew J. Hobbs,4,
5,title containing a body part,✋🩷👄🦶💪,Legs (2008 Remaster),ZZ Top,Eliminator,18,10,10th,Dina B,,Heavy Metal Zebra,3,
5,title containing a body part,✋🩷👄🦶💪,Legs (2008 Remaster),ZZ Top,Eliminator,18,10,10th,Dina B,,Duncan Moreland,2,
5,title containing a body part,✋🩷👄🦶💪,Legs (2008 Remaster),ZZ Top,Eliminator,18,10,10th,Dina B,,Terry L.,2,
5,title containing a body part,✋🩷👄🦶💪,Legs (2008 Remaster),ZZ Top,Eliminator,18,10,10th,Dina B,,EJ Gunter,2,
5,title containing a body part,✋🩷👄🦶💪,Legs (2008 Remaster),ZZ Top,Eliminator,18,10,10th,Dina B,,Kate Booth,1,
5,title containing a body part,✋🩷👄🦶💪,Legs (2008 Remaster),ZZ Top,Eliminator,18,10,10th,Dina B,,JJdaPanda,1,
5,title containing a body part,✋🩷👄🦶💪,Legs (2008 Remaster),ZZ Top,Eliminator,18,10,10th,Dina B,,Sjr,1,
5,title containing a body part,✋🩷👄🦶💪,Legs (2008 Remaster),ZZ Top,Eliminator,18,10,10th,Dina B,,N2N0,1,
5,title containing a body part,✋🩷👄🦶💪,Legs (2008 Remaster),ZZ Top,Eliminator,18,10,10th,Dina B,,ThenerB,1,
5,title containing a body part,✋🩷👄🦶💪,Hand Of Blood,Bullet For My Valentine,The Poi,18,7,11th,Heavy Metal Zebra,,JustRimmey,5,"THIS IS MY KIND OF BANGER =-) I know that metalcore is not for everyone, but for some reason, it helps calm my neurospicyness and anxiety!"
5,title containing a body part,✋🩷👄🦶💪,Hand Of Blood,Bullet For My Valentine,The Poi,18,7,11th,Heavy Metal Zebra,,Marina,4,
5,title containing a body part,✋🩷👄🦶💪,Hand Of Blood,Bullet For My Valentine,The Poi,18,7,11th,Heavy Metal Zebra,,Tatami,3,
5,title containing a body part,✋🩷👄🦶💪,Hand Of Blood,Bullet For My Valentine,The Poi,18,7,11th,Heavy Metal Zebra,,Sjr,2,
5,title containing a body part,✋🩷👄🦶💪,Hand Of Blood,Bullet For My Valentine,The Poi,18,7,11th,Heavy Metal Zebra,,Duncan Moreland,2,
5,title containing a body part,✋🩷👄🦶💪,Hand Of Blood,Bullet For My Valentine,The Poi,18,7,11th,Heavy Metal Zebra,,JJdaPanda,1,
5,title containing a body part,✋🩷👄🦶💪,Hand Of Blood,Bullet For My Valentine,The Poi,18,7,11th,Heavy Metal Zebra,,ThenerB,1,
5,title containing a body part,✋🩷👄🦶💪,HandClap,Fitz and The Tantrums,Fitz and The Tantrums (Deluxe Editi,17,10,12th,Sjr,,Dina B,3,
5,title containing a body part,✋🩷👄🦶💪,HandClap,Fitz and The Tantrums,Fitz and The Tantrums (Deluxe Editi,17,10,12th,Sjr,,Terry L.,3,
5,title containing a body part,✋🩷👄🦶💪,HandClap,Fitz and The Tantrums,Fitz and The Tantrums (Deluxe Editi,17,10,12th,Sjr,,Kate Booth,2,
5,title containing a body part,✋🩷👄🦶💪,HandClap,Fitz and The Tantrums,Fitz and The Tantrums (Deluxe Editi,17,10,12th,Sjr,,N2N0,2,
5,title containing a body part,✋🩷👄🦶💪,HandClap,Fitz and The Tantrums,Fitz and The Tantrums (Deluxe Editi,17,10,12th,Sjr,,ThenerB,2,Love Fitz and The Tantrums 
5,title containing a body part,✋🩷👄🦶💪,HandClap,Fitz and The Tantrums,Fitz and The Tantrums (Deluxe Editi,17,10,12th,Sjr,,JJdaPanda,1,
5,title containing a body part,✋🩷👄🦶💪,HandClap,Fitz and The Tantrums,Fitz and The Tantrums (Deluxe Editi,17,10,12th,Sjr,,Heavy Metal Zebra,1,
5,title containing a body part,✋🩷👄🦶💪,HandClap,Fitz and The Tantrums,Fitz and The Tantrums (Deluxe Editi,17,10,12th,Sjr,,HippyHippyShake,1,
5,title containing a body part,✋🩷👄🦶💪,HandClap,Fitz and The Tantrums,Fitz and The Tantrums (Deluxe Editi,17,10,12th,Sjr,,Tatami,1,
5,title containing a body part,✋🩷👄🦶💪,HandClap,Fitz and The Tantrums,Fitz and The Tantrums (Deluxe Editi,17,10,12th,Sjr,,JustRimmey,1,"Children ruined this song for me, it is so good!"
5,title containing a body part,✋🩷👄🦶💪,Airhead,Honey Revenge,Retrovisi,15,8,13th,Marina,,JustRimmey,4,I am OBSESSED with Honey Revenge.  They are getting a lot of play time with South Arcade and Greywind in my normal music rotation!
5,title containing a body part,✋🩷👄🦶💪,Airhead,Honey Revenge,Retrovisi,15,8,13th,Marina,,Tatami,3,
5,title containing a body part,✋🩷👄🦶💪,Airhead,Honey Revenge,Retrovisi,15,8,13th,Marina,,Sjr,2,
5,title containing a body part,✋🩷👄🦶💪,Airhead,Honey Revenge,Retrovisi,15,8,13th,Marina,,Terry L.,2,
5,title containing a body part,✋🩷👄🦶💪,Airhead,Honey Revenge,Retrovisi,15,8,13th,Marina,,JJdaPanda,1,
5,title containing a body part,✋🩷👄🦶💪,Airhead,Honey Revenge,Retrovisi,15,8,13th,Marina,,Duncan Moreland,1,
5,title containing a body part,✋🩷👄🦶💪,Airhead,Honey Revenge,Retrovisi,15,8,13th,Marina,,Dina B,1,
5,title containing a body part,✋🩷👄🦶💪,Airhead,Honey Revenge,Retrovisi,15,8,13th,Marina,,ThenerB,1,
5,title containing a body part,✋🩷👄🦶💪,Out of My Head (feat. Trey Songz),Lupe Fiasco,Laser,14,8,14th,Tatami,,EJ Gunter,3,
5,title containing a body part,✋🩷👄🦶💪,Out of My Head (feat. Trey Songz),Lupe Fiasco,Laser,14,8,14th,Tatami,,Kate Booth,2,
5,title containing a body part,✋🩷👄🦶💪,Out of My Head (feat. Trey Songz),Lupe Fiasco,Laser,14,8,14th,Tatami,,HippyHippyShake,2,
5,title containing a body part,✋🩷👄🦶💪,Out of My Head (feat. Trey Songz),Lupe Fiasco,Laser,14,8,14th,Tatami,,Duncan Moreland,2,
5,title containing a body part,✋🩷👄🦶💪,Out of My Head (feat. Trey Songz),Lupe Fiasco,Laser,14,8,14th,Tatami,,ThenerB,2,Lupe!
5,title containing a body part,✋🩷👄🦶💪,Out of My Head (feat. Trey Songz),Lupe Fiasco,Laser,14,8,14th,Tatami,,JJdaPanda,1,
5,title containing a body part,✋🩷👄🦶💪,Out of My Head (feat. Trey Songz),Lupe Fiasco,Laser,14,8,14th,Tatami,,N2N0,1,
5,title containing a body part,✋🩷👄🦶💪,Out of My Head (feat. Trey Songz),Lupe Fiasco,Laser,14,8,14th,Tatami,,JustRimmey,1,I vibe with this so hard!
5,title containing a body part,✋🩷👄🦶💪,IN YOUR EYES,Snoh Aalegra,TEMPORARY HIGHS IN THE VIOLET SKIES,13,8,15th,EJ Gunter,,Tatami,3,
5,title containing a body part,✋🩷👄🦶💪,IN YOUR EYES,Snoh Aalegra,TEMPORARY HIGHS IN THE VIOLET SKIES,13,8,15th,EJ Gunter,,Kate Booth,2,
5,title containing a body part,✋🩷👄🦶💪,IN YOUR EYES,Snoh Aalegra,TEMPORARY HIGHS IN THE VIOLET SKIES,13,8,15th,EJ Gunter,,HippyHippyShake,2,
5,title containing a body part,✋🩷👄🦶💪,IN YOUR EYES,Snoh Aalegra,TEMPORARY HIGHS IN THE VIOLET SKIES,13,8,15th,EJ Gunter,,Duncan Moreland,2,
5,title containing a body part,✋🩷👄🦶💪,IN YOUR EYES,Snoh Aalegra,TEMPORARY HIGHS IN THE VIOLET SKIES,13,8,15th,EJ Gunter,,JJdaPanda,1,
5,title containing a body part,✋🩷👄🦶💪,IN YOUR EYES,Snoh Aalegra,TEMPORARY HIGHS IN THE VIOLET SKIES,13,8,15th,EJ Gunter,,Heavy Metal Zebra,1,
5,title containing a body part,✋🩷👄🦶💪,IN YOUR EYES,Snoh Aalegra,TEMPORARY HIGHS IN THE VIOLET SKIES,13,8,15th,EJ Gunter,,ThenerB,1,
5,title containing a body part,✋🩷👄🦶💪,IN YOUR EYES,Snoh Aalegra,TEMPORARY HIGHS IN THE VIOLET SKIES,13,8,15th,EJ Gunter,,JustRimmey,1,"This was new to me, I was a big fan of the beat and the vibe!"
5,title containing a body part,✋🩷👄🦶💪,Lips Of An Angel,Hinder,Extreme Behavior,10,7,16th,rena :),,Marina,4,
5,title containing a body part,✋🩷👄🦶💪,Lips Of An Angel,Hinder,Extreme Behavior,10,7,16th,rena :),,JJdaPanda,1,
5,title containing a body part,✋🩷👄🦶💪,Lips Of An Angel,Hinder,Extreme Behavior,10,7,16th,rena :),,Tatami,1,
5,title containing a body part,✋🩷👄🦶💪,Lips Of An Angel,Hinder,Extreme Behavior,10,7,16th,rena :),,Sjr,1,
5,title containing a body part,✋🩷👄🦶💪,Lips Of An Angel,Hinder,Extreme Behavior,10,7,16th,rena :),,Duncan Moreland,1,
5,title containing a body part,✋🩷👄🦶💪,Lips Of An Angel,Hinder,Extreme Behavior,10,7,16th,rena :),,JustRimmey,1,"I do not like this song whatsoever. My mother absolutely loved it, and I will always give it a thumbs up in her memory whenever people submit it!"
5,title containing a body part,✋🩷👄🦶💪,Lips Of An Angel,Hinder,Extreme Behavior,10,7,16th,rena :),,Terry L.,,"1""___https://app.musicleague.com/l/fe4049a5bec34a9892e2fd5135a35ad3/a267f951890641e0ba0fbd15fb5cddb1/,""OPEN"
4,single word title,as simple as it gets,Creep,Radiohead,Pablo Hone,29,11,1st,EJ Gunter,,JJdaPanda,6,
4,single word title,as simple as it gets,Creep,Radiohead,Pablo Hone,29,11,1st,EJ Gunter,,Matthew J. Hobbs,4,
4,single word title,as simple as it gets,Creep,Radiohead,Pablo Hone,29,11,1st,EJ Gunter,,Heavy Metal Zebra,3,
4,single word title,as simple as it gets,Creep,Radiohead,Pablo Hone,29,11,1st,EJ Gunter,,N2N0,3,
4,single word title,as simple as it gets,Creep,Radiohead,Pablo Hone,29,11,1st,EJ Gunter,,Duncan Moreland,3,
4,single word title,as simple as it gets,Creep,Radiohead,Pablo Hone,29,11,1st,EJ Gunter,,Sjr,2,
4,single word title,as simple as it gets,Creep,Radiohead,Pablo Hone,29,11,1st,EJ Gunter,,Dina B,2,
4,single word title,as simple as it gets,Creep,Radiohead,Pablo Hone,29,11,1st,EJ Gunter,,JustRimmey,2,
4,single word title,as simple as it gets,Creep,Radiohead,Pablo Hone,29,11,1st,EJ Gunter,,Mooly,2,
4,single word title,as simple as it gets,Creep,Radiohead,Pablo Hone,29,11,1st,EJ Gunter,,ThenerB,1,
4,single word title,as simple as it gets,Creep,Radiohead,Pablo Hone,29,11,1st,EJ Gunter,,Marina,1,
4,single word title,as simple as it gets,Jump - 2015 Remaster,Van Halen,1984 (Remastered,29,11,2nd,Dina B,,Mooly,5,
4,single word title,as simple as it gets,Jump - 2015 Remaster,Van Halen,1984 (Remastered,29,11,2nd,Dina B,,rena :),4,
4,single word title,as simple as it gets,Jump - 2015 Remaster,Van Halen,1984 (Remastered,29,11,2nd,Dina B,,Matthew J. Hobbs,4,
4,single word title,as simple as it gets,Jump - 2015 Remaster,Van Halen,1984 (Remastered,29,11,2nd,Dina B,,N2N0,3,
4,single word title,as simple as it gets,Jump - 2015 Remaster,Van Halen,1984 (Remastered,29,11,2nd,Dina B,,Terry L.,3,
4,single word title,as simple as it gets,Jump - 2015 Remaster,Van Halen,1984 (Remastered,29,11,2nd,Dina B,,Heavy Metal Zebra,2,
4,single word title,as simple as it gets,Jump - 2015 Remaster,Van Halen,1984 (Remastered,29,11,2nd,Dina B,,Sjr,2,
4,single word title,as simple as it gets,Jump - 2015 Remaster,Van Halen,1984 (Remastered,29,11,2nd,Dina B,,Duncan Moreland,2,
4,single word title,as simple as it gets,Jump - 2015 Remaster,Van Halen,1984 (Remastered,29,11,2nd,Dina B,,EJ Gunter,2,
4,single word title,as simple as it gets,Jump - 2015 Remaster,Van Halen,1984 (Remastered,29,11,2nd,Dina B,,JJdaPanda,1,
4,single word title,as simple as it gets,Jump - 2015 Remaster,Van Halen,1984 (Remastered,29,11,2nd,Dina B,,ThenerB,1,
4,single word title,as simple as it gets,Poison,Bell Biv DeVoe,Poi,29,11,3rd,Mooly,,Duncan Moreland,4,
4,single word title,as simple as it gets,Poison,Bell Biv DeVoe,Poi,29,11,3rd,Mooly,,ThenerB,4,"Oh I love this song so much, well done"
4,single word title,as simple as it gets,Poison,Bell Biv DeVoe,Poi,29,11,3rd,Mooly,,HippyHippyShake,3,
4,single word title,as simple as it gets,Poison,Bell Biv DeVoe,Poi,29,11,3rd,Mooly,,JustRimmey,3,
4,single word title,as simple as it gets,Poison,Bell Biv DeVoe,Poi,29,11,3rd,Mooly,,Matthew J. Hobbs,3,
4,single word title,as simple as it gets,Poison,Bell Biv DeVoe,Poi,29,11,3rd,Mooly,,Terry L.,3,
4,single word title,as simple as it gets,Poison,Bell Biv DeVoe,Poi,29,11,3rd,Mooly,,EJ Gunter,3,
4,single word title,as simple as it gets,Poison,Bell Biv DeVoe,Poi,29,11,3rd,Mooly,,Sjr,2,
4,single word title,as simple as it gets,Poison,Bell Biv DeVoe,Poi,29,11,3rd,Mooly,,Dina B,2,
4,single word title,as simple as it gets,Poison,Bell Biv DeVoe,Poi,29,11,3rd,Mooly,,JJdaPanda,1,
4,single word title,as simple as it gets,Poison,Bell Biv DeVoe,Poi,29,11,3rd,Mooly,,N2N0,1,
4,single word title,as simple as it gets,Waterfalls,TLC,Crazysexycool,28,13,4th,Terry L.,,Mooly,4,
4,single word title,as simple as it gets,Waterfalls,TLC,Crazysexycool,28,13,4th,Terry L.,,Dina B,3,
4,single word title,as simple as it gets,Waterfalls,TLC,Crazysexycool,28,13,4th,Terry L.,,HippyHippyShake,3,
4,single word title,as simple as it gets,Waterfalls,TLC,Crazysexycool,28,13,4th,Terry L.,,Heavy Metal Zebra,3,
4,single word title,as simple as it gets,Waterfalls,TLC,Crazysexycool,28,13,4th,Terry L.,,EJ Gunter,3,
4,single word title,as simple as it gets,Waterfalls,TLC,Crazysexycool,28,13,4th,Terry L.,,N2N0,3,
4,single word title,as simple as it gets,Waterfalls,TLC,Crazysexycool,28,13,4th,Terry L.,,Matthew J. Hobbs,2,
4,single word title,as simple as it gets,Waterfalls,TLC,Crazysexycool,28,13,4th,Terry L.,,Sjr,2,
4,single word title,as simple as it gets,Waterfalls,TLC,Crazysexycool,28,13,4th,Terry L.,,JJdaPanda,1,
4,single word title,as simple as it gets,Waterfalls,TLC,Crazysexycool,28,13,4th,Terry L.,,JustRimmey,1,
4,single word title,as simple as it gets,Waterfalls,TLC,Crazysexycool,28,13,4th,Terry L.,,ThenerB,1,
4,single word title,as simple as it gets,Waterfalls,TLC,Crazysexycool,28,13,4th,Terry L.,,Marina,1,
4,single word title,as simple as it gets,Waterfalls,TLC,Crazysexycool,28,13,4th,Terry L.,,Duncan Moreland,1,
4,single word title,as simple as it gets,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,Back To Black (Deluxe Editi,27,12,5th,rena :),a ✨🫶🏻classic🫶🏻✨,ThenerB,4,Best version hands down
4,single word title,as simple as it gets,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,Back To Black (Deluxe Editi,27,12,5th,rena :),a ✨🫶🏻classic🫶🏻✨,Marina,4,
4,single word title,as simple as it gets,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,Back To Black (Deluxe Editi,27,12,5th,rena :),a ✨🫶🏻classic🫶🏻✨,N2N0,3,
4,single word title,as simple as it gets,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,Back To Black (Deluxe Editi,27,12,5th,rena :),a ✨🫶🏻classic🫶🏻✨,EJ Gunter,3,
4,single word title,as simple as it gets,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,Back To Black (Deluxe Editi,27,12,5th,rena :),a ✨🫶🏻classic🫶🏻✨,Sjr,2,
4,single word title,as simple as it gets,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,Back To Black (Deluxe Editi,27,12,5th,rena :),a ✨🫶🏻classic🫶🏻✨,Duncan Moreland,2,
4,single word title,as simple as it gets,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,Back To Black (Deluxe Editi,27,12,5th,rena :),a ✨🫶🏻classic🫶🏻✨,Dina B,2,
4,single word title,as simple as it gets,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,Back To Black (Deluxe Editi,27,12,5th,rena :),a ✨🫶🏻classic🫶🏻✨,JustRimmey,2,
4,single word title,as simple as it gets,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,Back To Black (Deluxe Editi,27,12,5th,rena :),a ✨🫶🏻classic🫶🏻✨,Matthew J. Hobbs,2,
4,single word title,as simple as it gets,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,Back To Black (Deluxe Editi,27,12,5th,rena :),a ✨🫶🏻classic🫶🏻✨,JJdaPanda,1,
4,single word title,as simple as it gets,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,Back To Black (Deluxe Editi,27,12,5th,rena :),a ✨🫶🏻classic🫶🏻✨,Heavy Metal Zebra,1,
4,single word title,as simple as it gets,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,Back To Black (Deluxe Editi,27,12,5th,rena :),a ✨🫶🏻classic🫶🏻✨,HippyHippyShake,1,
4,single word title,as simple as it gets,She,Green Day,Dookie,25,12,6th,JustRimmey,,HippyHippyShake,5,
4,single word title,as simple as it gets,She,Green Day,Dookie,25,12,6th,JustRimmey,,Heavy Metal Zebra,4,
4,single word title,as simple as it gets,She,Green Day,Dookie,25,12,6th,JustRimmey,,Sjr,2,
4,single word title,as simple as it gets,She,Green Day,Dookie,25,12,6th,JustRimmey,,N2N0,2,
4,single word title,as simple as it gets,She,Green Day,Dookie,25,12,6th,JustRimmey,,ThenerB,2,💪
4,single word title,as simple as it gets,She,Green Day,Dookie,25,12,6th,JustRimmey,,Matthew J. Hobbs,2,
4,single word title,as simple as it gets,She,Green Day,Dookie,25,12,6th,JustRimmey,,Mooly,2,
4,single word title,as simple as it gets,She,Green Day,Dookie,25,12,6th,JustRimmey,,Marina,2,
4,single word title,as simple as it gets,She,Green Day,Dookie,25,12,6th,JustRimmey,,JJdaPanda,1,
4,single word title,as simple as it gets,She,Green Day,Dookie,25,12,6th,JustRimmey,,Duncan Moreland,1,
4,single word title,as simple as it gets,She,Green Day,Dookie,25,12,6th,JustRimmey,,Dina B,1,
4,single word title,as simple as it gets,She,Green Day,Dookie,25,12,6th,JustRimmey,,Terry L.,1,
4,single word title,as simple as it gets,Fancy,Reba McEntire,"Reba McEntire's Greatest Hits, Volume Tw",24,11,7th,HippyHippyShake,,rena :),4,
4,single word title,as simple as it gets,Fancy,Reba McEntire,"Reba McEntire's Greatest Hits, Volume Tw",24,11,7th,HippyHippyShake,,JustRimmey,4,
4,single word title,as simple as it gets,Fancy,Reba McEntire,"Reba McEntire's Greatest Hits, Volume Tw",24,11,7th,HippyHippyShake,,Terry L.,4,
4,single word title,as simple as it gets,Fancy,Reba McEntire,"Reba McEntire's Greatest Hits, Volume Tw",24,11,7th,HippyHippyShake,,Sjr,3,
4,single word title,as simple as it gets,Fancy,Reba McEntire,"Reba McEntire's Greatest Hits, Volume Tw",24,11,7th,HippyHippyShake,,Duncan Moreland,2,
4,single word title,as simple as it gets,Fancy,Reba McEntire,"Reba McEntire's Greatest Hits, Volume Tw",24,11,7th,HippyHippyShake,,Dina B,2,
4,single word title,as simple as it gets,Fancy,Reba McEntire,"Reba McEntire's Greatest Hits, Volume Tw",24,11,7th,HippyHippyShake,,JJdaPanda,1,
4,single word title,as simple as it gets,Fancy,Reba McEntire,"Reba McEntire's Greatest Hits, Volume Tw",24,11,7th,HippyHippyShake,,Heavy Metal Zebra,1,
4,single word title,as simple as it gets,Fancy,Reba McEntire,"Reba McEntire's Greatest Hits, Volume Tw",24,11,7th,HippyHippyShake,,N2N0,1,
4,single word title,as simple as it gets,Fancy,Reba McEntire,"Reba McEntire's Greatest Hits, Volume Tw",24,11,7th,HippyHippyShake,,ThenerB,1,
4,single word title,as simple as it gets,Fancy,Reba McEntire,"Reba McEntire's Greatest Hits, Volume Tw",24,11,7th,HippyHippyShake,,Matthew J. Hobbs,1,
4,single word title,as simple as it gets,Santeria,Sublime,Sublime,23,12,8th,Sjr,,rena :),4,
4,single word title,as simple as it gets,Santeria,Sublime,Sublime,23,12,8th,Sjr,,Mooly,3,
4,single word title,as simple as it gets,Santeria,Sublime,Sublime,23,12,8th,Sjr,,EJ Gunter,3,
4,single word title,as simple as it gets,Santeria,Sublime,Sublime,23,12,8th,Sjr,,HippyHippyShake,2,
4,single word title,as simple as it gets,Santeria,Sublime,Sublime,23,12,8th,Sjr,,Duncan Moreland,2,
4,single word title,as simple as it gets,Santeria,Sublime,Sublime,23,12,8th,Sjr,,Dina B,2,
4,single word title,as simple as it gets,Santeria,Sublime,Sublime,23,12,8th,Sjr,,Terry L.,2,
4,single word title,as simple as it gets,Santeria,Sublime,Sublime,23,12,8th,Sjr,,JJdaPanda,1,
4,single word title,as simple as it gets,Santeria,Sublime,Sublime,23,12,8th,Sjr,,Heavy Metal Zebra,1,
4,single word title,as simple as it gets,Santeria,Sublime,Sublime,23,12,8th,Sjr,,ThenerB,1,
4,single word title,as simple as it gets,Santeria,Sublime,Sublime,23,12,8th,Sjr,,JustRimmey,1,
4,single word title,as simple as it gets,Santeria,Sublime,Sublime,23,12,8th,Sjr,,Marina,1,
4,single word title,as simple as it gets,Complicated,Avril Lavigne,Let G,23,12,9th,N2N0,,JJdaPanda,3,
4,single word title,as simple as it gets,Complicated,Avril Lavigne,Let G,23,12,9th,N2N0,,Heavy Metal Zebra,3,
4,single word title,as simple as it gets,Complicated,Avril Lavigne,Let G,23,12,9th,N2N0,,Marina,3,
4,single word title,as simple as it gets,Complicated,Avril Lavigne,Let G,23,12,9th,N2N0,,Dina B,2,
4,single word title,as simple as it gets,Complicated,Avril Lavigne,Let G,23,12,9th,N2N0,,rena :),2,
4,single word title,as simple as it gets,Complicated,Avril Lavigne,Let G,23,12,9th,N2N0,,JustRimmey,2,
4,single word title,as simple as it gets,Complicated,Avril Lavigne,Let G,23,12,9th,N2N0,,Terry L.,2,
4,single word title,as simple as it gets,Complicated,Avril Lavigne,Let G,23,12,9th,N2N0,,EJ Gunter,2,
